"","age","marital","race","education","job_class","health_ins","height","daily_wage","ageNum"
"1119","49","Married","1","College Grad","Industrial","Yes",65,128.6804882,49
"1120","30","Never Married","1","Some College","Information","Yes",73,106.3268649,30
"1121","33","Never Married","3","HS Grad","Industrial","Yes",68,99.25528683,33
"1122","51","Married","1","HS Grad","Industrial","Yes",71,133.2323508,51
"1123","37","Married","1","HS Grad","Industrial","No",65,78.3924668,37
"1124","46","Married","1","Some College","Industrial","Yes",69,130.9821774,46
"1125","63","Married","1","Advanced Degree","Information","Yes",68,109.8339856,63
"1126","41","Married","1","HS Grad","Industrial","No",70,96.37065283,41
"1127","40","Married","1","HS Grad","Industrial","Yes",71,109.8339856,40
"1128","46","Married","1","Advanced Degree","Information","Yes",70,281.7459706,46
"1129","45","Divorced","1","HS Grad","Information","Yes",64,94.07271475,45
"1130","48","Never Married","1","College Grad","Industrial","Yes",66,200.5432623,48
"1131","28","Married","1","Some College","Information","No",66,87.98103279,28
"1132","65","Divorced","2","HS Grad","Industrial","No",66,87.98103279,65
"1133","50","Never Married","1","HS Grad","Industrial","No",75,97.49329405,50
"1134","53","Married","1","HS Grad","Industrial","No",68,107.9039239,53
"1135","48","Married","3","HS Grad","Industrial","No",69,95.68881191,48
"1136","30","Married","1","Some College","Information","No",68,109.8339856,30
"1137","37","Married","1","HS Grad","Information","Yes",68,87.38744997,37
"1138","51","Married","1","College Grad","Information","Yes",71,88.83156917,51
"1139","55","Married","1","Advanced Degree","Information","Yes",62,166.3249412,55
"1140","35","Married","1","HS Grad","Information","Yes",70,94.69569513,35
"1141","33","Married","1","HS Grad","Industrial","Yes",67,122.2636739,33
"1142","41","Divorced","1","College Grad","Information","Yes",70,132.4878211,41
"1143","34","Married","1","Advanced Degree","Information","Yes",64,96.37065283,34
"1144","33","Married","1","HS Grad","Industrial","No",70,89.24288466,33
"1145","49","Never Married","1","< HS Grad","Industrial","Yes",69,81.28325328,49
"1146","62","Married","1","Advanced Degree","Information","Yes",68,73.77574327,62
"1147","31","Never Married","2","< HS Grad","Information","Yes",65,109.8339856,31
"1148","43","Divorced","1","< HS Grad","Information","No",71,100.0996625,43
"1149","43","Married","2","College Grad","Information","Yes",73,134.2656772,43
"1150","43","Never Married","1","Some College","Information","Yes",65,91.69922611,43
"1151","48","Married","1","College Grad","Information","No",68,109.5472966,48
"1152","48","Married","1","HS Grad","Information","No",75,70.47601965,48
"1153","50","Married","1","College Grad","Information","Yes",67,144.2047389,50
"1154","29","Never Married","3","College Grad","Information","No",70,99.6894637,29
"1155","52","Married","1","Some College","Information","No",71,94.07271475,52
"1156","46","Never Married","1","HS Grad","Information","No",65,87.98103279,46
"1157","40","Never Married","1","HS Grad","Industrial","Yes",70,94.07271475,40
"1158","43","Married","1","HS Grad","Industrial","Yes",67,81.28325328,43
"1159","54","Married","1","HS Grad","Industrial","Yes",69,115.3750386,54
"1160","38","Never Married","1","Advanced Degree","Information","Yes",66,107.9039239,38
"1161","32","Married","1","Some College","Industrial","No",69,101.4020523,32
"1162","28","Never Married","3","College Grad","Information","Yes",70,144.4794227,28
"1163","33","Never Married","1","Advanced Degree","Industrial","Yes",70,145.1436012,33
"1164","44","Married","1","Advanced Degree","Industrial","No",67,163.515864,44
"1165","41","Married","1","HS Grad","Information","No",67,81.28325328,41
"1166","31","Never Married","1","< HS Grad","Industrial","No",71,40.40566526,31
"1167","48","Divorced","1","College Grad","Information","Yes",69,97.49329405,48
"1168","50","Married","2","College Grad","Industrial","No",68,117.1468169,50
"1169","47","Married","1","College Grad","Industrial","Yes",70,118.8843593,47
"1170","31","Married","2","HS Grad","Industrial","No",68,84.04595765,31
"1171","40","Married","1","HS Grad","Industrial","Yes",71,88.81647397,40
"1172","54","Divorced","1","Some College","Industrial","No",68,86.69515483,54
"1173","24","Never Married","2","HS Grad","Information","Yes",71,75.35567932,24
"1174","34","Married","1","HS Grad","Information","Yes",71,98.59934386,34
"1175","65","Married","1","College Grad","Information","Yes",69,87.98103279,65
"1176","28","Married","1","HS Grad","Industrial","Yes",72,109.6429681,28
"1177","30","Separated","1","HS Grad","Information","Yes",70,79.85490031,30
"1178","45","Married","1","Some College","Industrial","No",73,166.3249412,45
"1179","35","Separated","1","College Grad","Information","Yes",68,139.0034081,35
"1180","46","Married","4","Advanced Degree","Information","Yes",70,145.1436012,46
"1181","47","Married","1","HS Grad","Industrial","No",65,85.38394038,47
"1182","71","Married","1","HS Grad","Industrial","No",76,99.6916284,71
"1183","39","Married","1","Some College","Information","Yes",67,130.9821774,39
"1184","41","Never Married","1","< HS Grad","Industrial","No",67,68.74808773,41
"1185","33","Married","1","HS Grad","Industrial","Yes",70,139.7030715,33
"1186","76","Divorced","1","Advanced Degree","Information","Yes",69,176.9896505,76
"1187","20","Never Married","1","HS Grad","Industrial","Yes",72,76.89360252,20
"1188","34","Married","1","Advanced Degree","Information","Yes",71,134.7053751,34
"1189","26","Never Married","1","College Grad","Information","Yes",68,99.6894637,26
"1190","51","Married","1","College Grad","Information","Yes",70,148.4131591,51
"1191","25","Married","1","< HS Grad","Industrial","Yes",71,79.85490031,25
"1192","62","Married","1","Some College","Industrial","Yes",67,128.6804882,62
"1193","37","Married","1","College Grad","Industrial","Yes",68,180.7799522,37
"1194","37","Never Married","2","Some College","Industrial","Yes",68,94.07271475,37
"1195","32","Married","1","Some College","Industrial","No",67,89.49247952,32
"1196","55","Married","1","Some College","Industrial","Yes",64,130.2208324,55
"1197","36","Married","1","< HS Grad","Industrial","No",68,77.49768139,36
"1198","39","Married","1","HS Grad","Industrial","Yes",70,148.4131591,39
"1199","46","Married","1","College Grad","Information","Yes",71,185.2833171,46
"1200","48","Married","1","College Grad","Information","No",67,128.6804882,48
"1201","34","Divorced","1","College Grad","Information","Yes",63,147.1166892,34
"1202","39","Married","1","Some College","Information","No",70,106.9218141,39
"1203","50","Married","1","Advanced Degree","Industrial","No",71,115.3750386,50
"1204","54","Married","1","Some College","Information","Yes",65,91.69922611,54
"1205","60","Married","1","College Grad","Industrial","Yes",72,148.4131591,60
"1206","48","Never Married","1","Advanced Degree","Information","Yes",71,111.7208494,48
"1207","47","Married","1","College Grad","Industrial","No",69,126.3238807,47
"1208","20","Never Married","1","HS Grad","Industrial","No",67,65.11085372,20
"1209","60","Married","1","HS Grad","Industrial","Yes",69,107.9039239,60
"1210","37","Never Married","1","College Grad","Information","Yes",72,54.59815003,37
"1211","46","Married","1","College Grad","Information","Yes",69,134.7053751,46
"1212","54","Married","1","Some College","Information","Yes",68,72.4793163,54
"1213","51","Married","1","College Grad","Information","Yes",67,130.9821774,51
"1214","32","Never Married","2","HS Grad","Industrial","Yes",71,91.69922611,32
"1215","35","Married","1","College Grad","Information","Yes",71,154.685293,35
"1216","46","Married","1","HS Grad","Information","Yes",71,114.4757133,46
"1217","38","Married","2","< HS Grad","Industrial","Yes",71,87.98103279,38
"1218","62","Married","2","HS Grad","Information","Yes",68,80.57319971,62
"1219","47","Married","1","HS Grad","Industrial","Yes",68,94.07271475,47
"1220","28","Married","3","Advanced Degree","Industrial","No",72,141.7751723,28
"1221","61","Married","1","College Grad","Information","Yes",67,145.1436012,61
"1222","26","Never Married","1","College Grad","Information","Yes",71,94.07271475,26
"1223","49","Married","1","HS Grad","Industrial","Yes",69,127.1157438,49
"1224","28","Married","1","HS Grad","Information","Yes",70,113.5670896,28
"1225","61","Married","1","HS Grad","Information","Yes",70,101.5955382,61
"1226","42","Married","1","College Grad","Information","Yes",69,134.7053751,42
"1227","31","Married","1","Advanced Degree","Industrial","Yes",69,127.1157438,31
"1228","50","Married","1","HS Grad","Information","Yes",67,87.98103279,50
"1229","44","Married","1","< HS Grad","Industrial","No",71,78.3924668,44
"1230","46","Married","2","HS Grad","Information","Yes",71,318.3424301,46
"1231","54","Married","1","HS Grad","Industrial","Yes",74,82.6796373,54
"1232","40","Divorced","1","HS Grad","Information","Yes",69,97.49329405,40
"1233","38","Married","1","HS Grad","Industrial","No",77,87.8535469,38
"1234","43","Married","1","Advanced Degree","Information","Yes",67,184.1671358,43
"1235","43","Never Married","2","HS Grad","Industrial","Yes",68,109.8339856,43
"1236","30","Married","1","Some College","Information","Yes",74,95.23071257,30
"1237","58","Married","1","Advanced Degree","Information","Yes",66,59.09706408,58
"1238","60","Married","3","College Grad","Industrial","Yes",67,118.8843593,60
"1239","45","Married","1","Advanced Degree","Industrial","Yes",70,130.9821774,45
"1240","47","Married","1","College Grad","Information","Yes",67,134.7053751,47
"1241","47","Married","1","< HS Grad","Industrial","No",69,87.98103279,47
"1242","59","Divorced","1","Some College","Information","Yes",73,67.36898208,59
"1243","36","Married","1","Some College","Information","No",68,83.32134154,36
"1244","39","Never Married","1","Advanced Degree","Information","Yes",69,118.8843593,39
"1245","40","Married","3","< HS Grad","Information","No",71,105.9278108,40
"1246","42","Married","1","HS Grad","Information","Yes",68,85.38394038,42
"1247","29","Never Married","1","Advanced Degree","Information","No",69,73.77574327,29
"1248","38","Married","1","College Grad","Information","Yes",66,139.0034081,38
"1249","58","Married","2","Some College","Industrial","Yes",65,123.0896998,58
"1250","18","Never Married","1","HS Grad","Industrial","No",71,55.99743383,18
"1251","35","Married","1","College Grad","Industrial","Yes",68,141.7751723,35
"1252","30","Married","3","Advanced Degree","Information","No",71,154.0729972,30
"1253","48","Married","1","Some College","Industrial","No",69,118.8843593,48
"1254","27","Married","1","College Grad","Industrial","Yes",70,114.4757133,27
"1255","40","Married","1","Some College","Information","Yes",69,120.9267015,40
"1256","34","Married","1","Advanced Degree","Information","No",70,97.49329405,34
"1257","54","Married","1","HS Grad","Information","Yes",68,141.7751723,54
"1258","20","Never Married","2","HS Grad","Information","Yes",68,75.04315402,20
"1259","50","Married","1","HS Grad","Industrial","Yes",68,89.49247952,50
"1260","42","Married","1","Advanced Degree","Information","Yes",69,198.3502905,42
"1261","45","Married","2","Some College","Information","Yes",69,65.26143902,45
"1262","59","Married","1","Some College","Industrial","No",69,107.9039239,59
"1263","44","Married","1","< HS Grad","Industrial","Yes",71,81.28325328,44
"1264","67","Divorced","1","College Grad","Information","No",72,76.89360252,67
"1265","26","Never Married","2","College Grad","Industrial","Yes",69,76.89360252,26
"1266","40","Married","1","Advanced Degree","Information","Yes",68,140.3982002,40
"1267","42","Married","1","HS Grad","Industrial","Yes",68,104.9215065,42
"1268","22","Never Married","1","HS Grad","Industrial","Yes",69,81.28325328,22
"1269","43","Married","1","Some College","Industrial","No",66,140.3982002,43
"1270","34","Never Married","1","HS Grad","Information","No",72,79.85490031,34
"1271","44","Divorced","2","HS Grad","Information","Yes",74,79.85490031,44
"1272","53","Married","1","Some College","Industrial","Yes",71,268.266292,53
"1273","54","Married","1","Advanced Degree","Information","Yes",72,124.7204462,54
"1274","55","Married","1","College Grad","Information","Yes",70,148.4131591,55
"1275","30","Never Married","3","Advanced Degree","Industrial","Yes",71,118.8843593,30
"1276","48","Married","1","Advanced Degree","Information","Yes",74,176.9896505,48
"1277","48","Married","1","HS Grad","Industrial","Yes",69,109.8339856,48
"1278","30","Married","3","Advanced Degree","Information","No",70,127.1157438,30
"1279","38","Divorced","1","Some College","Industrial","Yes",70,110.7826503,38
"1280","25","Married","1","Some College","Industrial","Yes",69,91.69922611,25
"1281","59","Widowed","2","HS Grad","Information","Yes",69,104.9215065,59
"1282","38","Married","1","Advanced Degree","Information","No",68,272.2947832,38
"1283","40","Married","1","College Grad","Information","Yes",69,268.266292,40
"1284","36","Married","1","Advanced Degree","Information","Yes",67,163.515864,36
